YEAR,SEX,AGE,EDUC,SPEDUC,PAEDUC,MAEDUC,WGSTAT,SPINCMR,WGWKHR,WGUNN,WGNOEMP,RINCOME,KIDNUM10,CULTBIAS5,INDLIMIT,LEISUREI,DINNER,BLOODTYP,LOTR3
2005,1,38,5,3,2,1,1,2,55,2,3,8,-1,-1,-1,-1,-1,-1,-1
2005,2,32,3,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,64,5,2,7,7,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,34,5,-1,2,1,1,-1,44,1,4,5,-1,-1,-1,-1,-1,-1,-1
2005,2,24,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,45,3,3,-8,-8,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,85,1,-1,-8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,57,3,3,1,0,1,2,40,1,9,8,-1,-1,-1,-1,-1,-1,-1
2005,1,44,5,5,0,1,-1,2,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1
2005,2,76,1,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,66,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,26,5,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,56,1,1,1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,35,5,5,1,1,1,2,60,2,5,6,-1,-1,-1,-1,-1,-1,-1
2005,2,24,5,-1,5,3,2,-1,50,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,55,5,5,5,3,1,2,44,2,3,11,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,35,3,-1,5,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,50,2,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,38,5,5,1,1,1,1,44,1,8,5,-1,-1,-1,-1,-1,-1,-1
2005,1,69,6,3,5,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,27,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,34,3,3,0,0,1,2,46,2,1,4,-1,-1,-1,-1,-1,-1,-1
2005,2,46,1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,42,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,19,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,51,1,-1,-8,-8,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,56,1,3,7,-8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,33,4,-1,3,3,1,-1,44,2,3,5,-1,-1,-1,-1,-1,-1,-1
2005,2,21,4,-1,-8,-8,2,-1,40,2,3,2,-1,-1,-1,-1,-1,-1,-1
2005,2,34,3,3,3,1,1,1,40,2,4,2,-1,-1,-1,-1,-1,-1,-1
2005,2,20,5,-1,3,-8,2,-1,28,2,1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,31,5,5,3,3,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,1,41,5,3,3,1,1,2,40,1,8,10,-1,-1,-1,-1,-1,-1,-1
2005,2,44,3,3,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,64,7,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,39,3,5,2,2,1,1,40,2,5,4,-1,-1,-1,-1,-1,-1,-1
2005,1,65,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,44,3,4,3,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,66,0,3,-8,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,57,3,3,1,1,-1,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1
2005,2,61,1,3,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,29,3,-1,2,2,1,-1,40,1,5,5,-1,-1,-1,-1,-1,-1,-1
2005,2,64,0,2,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,50,3,3,5,1,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,1,54,3,2,2,-8,1,2,70,1,4,4,-1,-1,-1,-1,-1,-1,-1
2005,1,26,4,-1,5,6,1,-1,60,1,4,3,-1,-1,-1,-1,-1,-1,-1
2005,2,39,4,1,2,1,2,1,54,2,1,3,-1,-1,-1,-1,-1,-1,-1
2005,1,39,5,5,1,1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,79,2,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,43,3,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,26,6,-1,2,1,2,-1,15,2,3,3,-1,-1,-1,-1,-1,-1,-1
2005,2,26,4,-1,3,3,2,-1,48,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,55,2,3,7,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,65,1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,3,3,2,-1,30,2,2,3,-1,-1,-1,-1,-1,-1,-1
2005,2,29,4,5,3,3,1,1,40,2,1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,68,2,1,-8,-8,2,2,48,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,50,5,5,2,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,44,5,5,3,2,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1
2005,2,79,1,2,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,71,2,2,7,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,52,5,5,2,2,1,2,42,2,4,6,-1,-1,-1,-1,-1,-1,-1
2005,2,38,5,5,3,2,2,1,44,2,5,3,-1,-1,-1,-1,-1,-1,-1
2005,2,48,3,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,52,5,4,1,1,1,1,42,2,4,9,-1,-1,-1,-1,-1,-1,-1
2005,2,78,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,52,1,1,1,1,-1,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1
2005,1,62,2,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,62,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,22,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,62,3,3,7,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,56,3,-1,-8,-8,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2005,2,18,3,-1,3,3,1,-1,70,2,4,3,-1,-1,-1,-1,-1,-1,-1
2005,2,28,5,5,3,3,1,1,42,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,43,6,6,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,44,4,5,2,2,-1,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1
2005,2,36,5,6,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,19,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,39,4,5,-8,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,46,5,6,5,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,26,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,52,3,3,1,1,1,1,40,1,5,4,-1,-1,-1,-1,-1,-1,-1
2005,2,19,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,43,5,5,3,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,60,2,3,7,7,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,44,5,5,5,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,49,5,3,-8,0,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,67,1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,63,1,1,-8,-8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,67,0,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,66,2,1,7,7,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,72,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,65,1,2,-8,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,72,2,1,0,0,1,1,84,2,4,2,-1,-1,-1,-1,-1,-1,-1
2005,2,70,0,1,7,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,71,1,1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,73,1,1,7,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,41,1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,83,1,0,7,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,66,1,2,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,2,68,0,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,67,0,1,-8,-8,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,2,20,3,-1,-8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,68,1,0,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,51,3,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,40,5,-1,2,1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1
2005,1,78,0,0,0,0,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,68,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,73,0,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,72,1,1,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,35,5,4,2,1,1,2,40,2,2,5,-1,-1,-1,-1,-1,-1,-1
2005,1,45,6,5,1,0,-1,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,46,3,3,-8,-8,1,1,60,1,9,5,-1,-1,-1,-1,-1,-1,-1
2005,1,24,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,80,0,0,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,23,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,66,3,2,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,40,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,59,5,2,0,-8,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,49,3,3,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,76,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,51,3,3,2,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,2,23,5,-1,1,1,2,-1,20,2,-8,1,-1,-1,-1,-1,-1,-1,-1
2005,2,44,1,5,-8,-8,1,1,60,2,5,9,-1,-1,-1,-1,-1,-1,-1
2005,2,34,4,4,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,45,3,3,1,0,2,1,40,2,3,4,-1,-1,-1,-1,-1,-1,-1
2005,2,44,5,6,5,3,1,1,44,2,5,7,-1,-1,-1,-1,-1,-1,-1
2005,2,31,4,-1,5,3,1,-1,40,1,4,5,-1,-1,-1,-1,-1,-1,-1
2005,1,53,3,2,7,0,1,2,14,2,6,9,-1,-1,-1,-1,-1,-1,-1
2005,1,40,5,5,3,1,1,2,48,1,5,11,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,23,5,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,23,5,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,19,5,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,25,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,53,3,3,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,20,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,25,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,73,1,0,0,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,53,5,3,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,71,1,1,0,0,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2005,1,50,3,2,0,0,-1,1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,63,1,1,0,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,50,1,1,0,-8,1,1,50,1,5,3,-1,-1,-1,-1,-1,-1,-1
2005,2,73,0,1,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,53,1,1,7,7,1,2,42,2,3,3,-1,-1,-1,-1,-1,-1,-1
2005,1,45,5,5,2,1,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,3,3,1,-1,50,2,4,5,-1,-1,-1,-1,-1,-1,-1
2005,2,63,1,2,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,34,3,-1,1,1,2,-1,48,2,-8,3,-1,-1,-1,-1,-1,-1,-1
2005,1,64,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,73,1,1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,54,1,1,0,0,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,76,1,1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,75,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,65,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,68,1,1,-8,-8,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,28,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,67,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,27,3,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,64,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,81,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,90,0,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,72,3,2,1,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,25,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,20,5,-1,3,3,2,-1,60,2,8,2,-1,-1,-1,-1,-1,-1,-1
2005,1,20,5,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,28,4,-1,3,2,1,-1,70,2,4,3,-1,-1,-1,-1,-1,-1,-1
2005,1,82,2,-1,7,7,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,2,77,0,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,61,1,1,0,0,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,60,1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,2,78,0,-1,0,0,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,2,66,1,2,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,72,1,1,0,0,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,55,1,2,0,0,1,1,54,2,5,2,-1,-1,-1,-1,-1,-1,-1
2005,2,65,2,5,-8,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,2,61,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,62,2,2,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,64,1,2,0,0,1,2,44,2,6,3,-1,-1,-1,-1,-1,-1,-1
2005,2,64,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,24,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,69,3,5,5,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,46,3,3,-8,0,1,1,50,2,3,2,-1,-1,-1,-1,-1,-1,-1
2005,2,23,3,-1,1,1,1,-1,72,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,80,1,1,7,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2005,1,46,3,3,0,0,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2005,2,77,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,53,3,3,0,0,2,2,60,2,3,3,-1,-1,-1,-1,-1,-1,-1
2005,1,34,4,-1,1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,30,4,-1,2,1,1,-1,60,1,4,6,-1,-1,-1,-1,-1,-1,-1
2005,1,29,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,48,3,3,1,1,-1,1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1
2005,2,48,4,5,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,38,3,3,1,1,1,2,40,2,8,11,-1,-1,-1,-1,-1,-1,-1
2005,1,45,4,3,3,1,1,2,40,2,9,8,-1,-1,-1,-1,-1,-1,-1
2005,1,44,4,3,5,3,1,2,45,2,9,9,-1,-1,-1,-1,-1,-1,-1
2005,1,48,5,3,0,0,1,2,40,2,9,11,-1,-1,-1,-1,-1,-1,-1
2005,1,37,3,3,1,1,1,2,40,2,9,10,-1,-1,-1,-1,-1,-1,-1
2005,1,38,3,3,2,1,1,2,48,2,9,5,-1,-1,-1,-1,-1,-1,-1
2005,2,37,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,41,3,4,3,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,40,5,5,3,3,1,1,50,2,9,7,-1,-1,-1,-1,-1,-1,-1
2005,2,44,2,3,2,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,52,3,3,1,0,1,2,40,2,6,9,-1,-1,-1,-1,-1,-1,-1
2005,1,72,3,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,51,2,1,3,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,63,3,3,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,25,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,26,4,-1,3,3,1,-1,35,1,5,4,-1,-1,-1,-1,-1,-1,-1
2005,1,61,2,2,0,0,3,2,30,2,3,2,-1,-1,-1,-1,-1,-1,-1
2005,2,29,4,4,4,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,79,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,25,4,4,3,2,1,2,54,2,2,3,-1,-1,-1,-1,-1,-1,-1
2005,1,27,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,30,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,44,4,3,1,0,-1,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,31,5,5,2,1,1,2,70,2,2,4,-1,-1,-1,-1,-1,-1,-1
2005,2,31,5,5,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,54,3,2,1,1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,67,1,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,19,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,25,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,35,3,3,1,1,-1,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2005,1,45,4,4,1,0,1,1,96,2,2,4,-1,-1,-1,-1,-1,-1,-1
2005,2,83,1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,38,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,66,1,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,46,3,-1,-8,-8,3,-1,40,2,3,2,-1,-1,-1,-1,-1,-1,-1
2005,1,37,4,-1,2,2,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
2005,2,20,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,37,3,-1,-8,-8,2,-1,40,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,51,3,4,7,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,82,1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,41,5,5,1,1,1,1,45,2,1,2,-1,-1,-1,-1,-1,-1,-1
2005,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,27,5,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,40,5,5,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,42,3,3,3,1,1,2,48,1,9,7,-1,-1,-1,-1,-1,-1,-1
2005,1,65,5,5,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,53,2,1,7,0,-1,1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1
2005,1,20,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,43,1,1,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2005,1,34,3,3,3,3,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,1,47,1,1,-8,-8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,29,5,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,44,3,3,0,0,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,2,29,6,-1,3,3,2,-1,100,2,9,6,-1,-1,-1,-1,-1,-1,-1
2005,1,69,0,2,0,0,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2005,1,47,2,-1,1,-8,1,-1,54,1,6,4,-1,-1,-1,-1,-1,-1,-1
2005,2,67,1,1,7,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,79,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,65,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2005,1,32,3,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,28,6,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,1,43,5,5,1,1,1,2,44,2,3,4,-1,-1,-1,-1,-1,-1,-1
2005,1,26,5,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2005,2,30,3,4,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
