YEAR,SEX,AGE,EDUC,SPEDUC,PAEDUC,MAEDUC,WGSTAT,SPINCMR,WGWKHR,WGUNN,WGNOEMP,RINCOME,KIDNUM10,CULTBIAS5,INDLIMIT,LEISUREI,DINNER,BLOODTYP,LOTR3
2007,2,37,3,5,5,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,41,5,3,0,0,1,1,40,1,-1,9,-1,-1,-1,-1,-1,-1,-1
2007,1,41,4,4,3,2,1,2,55,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,73,2,5,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,29,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,45,5,4,1,1,-1,1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,42,5,5,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,75,0,0,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,30,5,5,3,3,1,1,50,2,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,1,25,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,59,1,5,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,26,5,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,54,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,45,4,4,1,0,1,1,40,1,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,73,3,6,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,51,5,6,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,23,5,-1,6,5,2,-1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,43,3,4,0,0,1,1,60,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,63,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,19,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,58,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,23,4,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,27,3,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,27,4,-1,-8,3,1,-1,63,2,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,78,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,58,0,-1,-8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,60,3,-1,3,2,2,-1,45,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,49,1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,18,3,-1,-8,-8,3,-1,15,2,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,84,0,-1,8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,38,3,-1,-8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,47,2,-1,-8,-8,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,48,5,5,5,3,-1,1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,48,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,48,2,3,-8,8,-1,1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,38,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,25,5,-1,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,47,3,3,2,3,1,2,55,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,51,3,3,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,29,5,-1,2,2,1,-1,45,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,44,2,2,1,0,3,1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,42,3,4,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,49,3,3,1,0,1,2,40,2,-1,8,-1,-1,-1,-1,-1,-1,-1
2007,1,24,4,-1,3,3,1,-1,70,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,31,5,-1,3,3,1,-1,44,2,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,21,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,42,4,3,0,1,1,2,50,1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,1,55,2,2,1,1,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,36,3,3,3,1,1,1,50,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,81,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,49,3,3,3,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,2,68,1,2,0,0,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,46,2,3,1,1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,24,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,43,3,3,-8,-8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,24,5,-1,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,25,5,-1,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,45,3,3,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,75,1,3,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,35,5,5,1,1,1,1,50,1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,1,48,5,3,0,0,1,1,40,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,40,3,4,-8,1,1,1,48,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,36,4,5,3,2,1,2,60,2,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,1,51,5,4,3,1,-1,1,-1,-1,-1,-8,-1,-1,-1,-1,-1,-1,-1
2007,1,24,5,-1,5,5,3,-1,36,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,43,3,5,1,1,-1,1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1
2007,1,44,3,3,-8,-8,1,2,90,2,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,27,5,-1,3,2,1,-1,60,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,46,3,3,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,46,3,5,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,35,3,-1,2,-8,3,-1,60,1,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,44,5,5,1,1,-1,1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1
2007,2,76,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,24,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,60,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,73,0,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,27,5,3,3,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,56,1,1,1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,69,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,61,1,-1,0,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,32,4,-1,2,2,1,-1,56,2,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,68,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,37,6,-1,1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,66,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,73,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,44,5,3,5,1,1,1,40,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,50,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,37,4,4,1,1,1,1,40,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,44,5,4,0,0,-1,1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1
2007,1,45,6,5,1,1,1,1,44,2,-1,10,-1,-1,-1,-1,-1,-1,-1
2007,2,33,5,5,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,49,3,-1,2,1,1,-1,60,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,33,5,5,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,37,5,5,1,1,1,1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,47,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,51,3,-1,2,2,1,-1,40,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,24,4,-1,2,2,2,-1,48,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,34,3,5,1,1,1,1,54,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,64,3,-1,0,0,1,-1,40,1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,53,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,53,1,2,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,1,62,1,1,1,-8,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,71,0,0,-8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,76,0,-1,0,0,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,50,3,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,69,1,1,-8,-8,-1,2,-1,-1,-1,-8,-1,-1,-1,-1,-1,-1,-1
2007,1,59,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,52,3,3,2,1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,70,3,2,8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,34,5,5,1,1,1,1,40,1,-1,9,-1,-1,-1,-1,-1,-1,-1
2007,2,29,4,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,65,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,64,1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,20,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,27,5,-1,3,3,1,-1,78,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,20,5,-1,2,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,50,2,3,8,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,59,2,1,1,-8,-1,1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,1,49,2,2,1,1,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,76,1,0,8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,45,5,3,0,0,1,1,46,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,84,1,0,8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,78,1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,76,1,0,8,8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,68,1,3,8,0,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,67,1,1,8,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,33,1,-1,-8,-8,2,-1,44,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,52,2,2,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,1,66,2,1,8,8,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,39,6,5,1,0,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,71,3,1,8,1,-1,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,76,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,76,0,0,2,0,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,46,5,5,6,1,1,2,40,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,53,3,5,3,1,2,1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,28,5,-1,7,5,2,-1,20,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,21,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,20,5,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,44,4,4,1,1,1,2,60,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,19,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,59,5,3,1,0,1,2,42,2,-1,8,-1,-1,-1,-1,-1,-1,-1
2007,2,19,5,-1,5,6,2,-1,20,2,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,42,6,7,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,26,5,-1,2,1,1,-1,65,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,58,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,22,2,-1,2,1,2,-1,70,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,75,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,45,2,3,2,1,1,2,25,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,48,3,3,1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,2,71,8,-1,-8,0,3,-1,12,2,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,43,3,5,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,24,4,-1,3,5,3,-1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,57,3,2,0,0,-1,2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,63,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,66,1,2,1,8,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,1,24,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,58,3,3,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,26,5,-1,3,3,1,-1,40,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,19,5,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,69,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,19,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,48,2,3,8,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,48,2,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,47,3,2,3,1,2,1,40,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,79,5,3,8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,78,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,72,1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,83,1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,39,4,-1,5,2,3,-1,30,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,69,3,2,8,-8,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,68,1,0,0,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,23,5,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,65,2,1,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,58,1,2,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,2,80,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,60,1,1,0,0,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,57,3,2,0,0,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,64,3,-1,0,0,1,-1,75,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,61,3,2,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,57,3,-1,-8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,62,1,2,0,0,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,73,1,1,1,-8,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,26,6,-1,3,2,2,-1,40,1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,31,4,-1,3,0,1,-1,72,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,57,2,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,53,2,2,8,0,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,19,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,48,3,3,5,3,2,2,55,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,40,3,3,3,1,1,2,65,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,27,4,4,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,66,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,67,1,3,8,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,33,3,-1,2,1,1,-1,40,2,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,1,42,3,-1,2,2,1,-1,42,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,1,28,5,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,35,3,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,56,5,4,5,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,40,3,3,0,0,2,1,40,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,50,2,-1,1,0,2,-1,54,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,66,2,-1,1,1,2,-1,22,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,29,5,5,5,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,40,2,2,0,0,-1,1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1
2007,2,38,3,3,5,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,28,4,4,2,1,1,1,50,1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,68,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,18,5,-1,3,1,2,-1,56,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,52,1,3,-8,8,1,2,72,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,26,5,-1,1,1,2,-1,45,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,55,1,3,1,0,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2007,1,26,5,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,40,2,-1,1,1,1,-1,55,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,55,1,1,0,0,2,2,50,1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,2,71,2,5,3,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,44,4,6,3,2,1,1,40,1,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,1,26,5,-1,6,5,1,-1,35,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,37,3,3,2,2,-1,1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,1,56,4,3,1,1,1,2,40,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,1,43,5,6,1,1,1,1,45,1,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,35,5,5,5,3,1,1,40,1,-1,6,-1,-1,-1,-1,-1,-1,-1
2007,2,20,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,57,3,3,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,29,4,4,3,3,-1,1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,2,43,3,6,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,45,4,5,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,38,5,3,2,1,1,1,40,1,-1,12,-1,-1,-1,-1,-1,-1,-1
2007,2,39,5,6,1,1,2,1,6,2,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,21,5,-1,3,3,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,21,5,-1,3,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,2,64,1,-1,3,-8,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
2007,1,66,0,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,69,0,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,46,3,3,-8,-8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,43,2,3,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,69,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,27,5,-1,1,2,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
2007,1,78,5,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,54,1,-1,1,0,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,1,40,3,-1,2,2,3,-1,60,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,49,1,-1,1,0,3,-1,-8,2,-1,-8,-1,-1,-1,-1,-1,-1,-1
2007,2,65,1,-1,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,89,0,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,32,5,5,3,1,1,2,40,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2007,2,42,4,4,2,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,26,5,5,1,1,1,1,60,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,24,5,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,53,5,6,2,0,1,1,42,2,-1,7,-1,-1,-1,-1,-1,-1,-1
2007,2,92,1,6,-8,-8,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,1,76,6,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2007,2,49,3,-1,3,1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1
2007,1,63,3,3,1,8,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
2007,1,55,2,-1,8,0,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
2007,2,56,2,3,-8,-8,1,1,48,2,-1,2,-1,-1,-1,-1,-1,-1,-1
2008,2,47,6,6,0,0,1,1,41,2,-1,11,-1,-1,-1,-1,-1,-1,-1
2008,2,39,5,6,5,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,1,30,6,-1,1,1,1,-1,40,2,-1,5,-1,-1,-1,-1,-1,-1,-1
2008,2,45,5,5,3,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,2,44,5,7,6,2,2,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1
2008,2,50,5,5,5,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,2,43,5,5,2,1,-1,1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1
2008,1,20,5,-1,5,5,2,-1,17,2,-1,1,-1,-1,-1,-1,-1,-1,-1
2008,2,63,5,6,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,1,56,4,3,4,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2008,1,55,3,3,3,2,-1,1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1
